,Memory,Edges,Nodes
0,3.24979567527771,4419,2818
1,413.3259997367859,54841,34046
2,3.4373722076416016,5213,3372
3,447.71548223495483,55494,34479
4,5.1075263023376465,6696,4119
5,44.933414459228516,18429,11543
6,3.7606236934661865,5560,3524
7,5.07401442527771,5869,3626
8,4.69609260559082,6137,3932
9,13.639930725097656,10454,6405
10,9.011229038238525,8165,5179
11,0.2659602165222168,1474,940
12,0.4429616928100586,1971,1244
13,6.90760064125061,6938,4472
14,0.4247124195098877,1858,1220
