,Memory,Edges,Nodes
0,0.018387317657470703,386,233
1,6.949895858764648,7108,3983
2,0.028641223907470703,503,298
3,0.3437988758087158,1731,1005
4,0.14774465560913086,1154,663
5,0.19272327423095703,1383,770
6,0.17260169982910156,1269,720
7,1.9024903774261475,4137,2333
8,0.009362936019897461,280,169
9,0.04007720947265625,559,343
10,1.1832754611968994,3286,1848
11,0.12617111206054688,1087,632
12,0.07919812202453613,861,499
13,1.4691689014434814,3676,2050
