,Memory,Edges,Nodes
0,0.428253173828125,1666,966
1,3.4208552837371826,62816,33901
2,2.8219385147094727,5693,3041
3,4.012876510620117,11011,6104
4,1.8057267665863037,2089,1160
5,1.3438849449157715,16595,9070
6,1.2385568618774414,9055,5021
7,1.2136521339416504,626,387
8,1.8322608470916748,68117,36711
