,Memory,Edges,Nodes
0,4.210026,1666,966
1,56.156852,62816,33901
2,30.541697,5693,3041
3,31.771102,11011,6104
4,30.291496,2089,1160
5,33.775979,16595,9070
6,32.460916,9055,5021
7,30.950941,626,387
8,50.474244,68117,36711
