,Memory,Edges,Nodes
0,0.991543,4419,2818
1,14.901479,54841,34046
2,1.172375,5213,3372
3,14.910338,55494,34479
4,1.455943,6696,4119
5,4.927753,18429,11543
6,1.234368,5560,3524
7,1.284839,5869,3626
8,1.365112,6137,3932
9,2.809976,10454,6405
10,2.298171,8165,5179
11,0.219784,1474,940
12,0.473161,1971,1244
13,1.54286,6938,4472
14,0.312947,1858,1220
