,Memory,Edges,Nodes
0,0.013426780700683594,386,233
1,0.2516310214996338,7108,3983
2,0.19083118438720703,503,298
3,0.11418986320495605,1731,1005
4,0.12024593353271484,1154,663
5,0.1371924877166748,1383,770
6,0.1204538345336914,1269,720
7,0.38947200775146484,4137,2333
8,0.18204140663146973,280,169
9,0.23046660423278809,559,343
10,0.2500579357147217,3286,1848
11,0.23049449920654297,1087,632
12,0.15635085105895996,861,499
13,0.33147478103637695,3676,2050
