,Memory,Edges,Nodes
0,0.701663,1666,966
1,33.583865,62816,33901
2,2.675891,5693,3041
3,6.325745,11011,6104
4,0.874031,2089,1160
5,8.61336,16595,9070
6,5.346739,9055,5021
7,0.221504,626,387
8,35.569932,68117,36711
